source	target	weight	module1	module2
IGLL5	TNFRSF17	0.9296241251022919	turquoise	turquoise
PLEK	WDFY4	0.9296227949126569	turquoise	turquoise
CD53	NFAM1	0.9296220748084781	turquoise	turquoise
MNDA	SLA	0.9295766111157626	turquoise	turquoise
CYBB	SLAMF8	0.929546176303387	turquoise	turquoise
CXorf21	CYTH4	0.929516005045187	turquoise	turquoise
FCGR1A	LILRB4	0.9295099427570542	turquoise	turquoise
IGHV4-39	IGKV1-5	0.9295070542259002	turquoise	turquoise
AOAH	TYROBP	0.9294278428734423	turquoise	turquoise
PTPRC	SH2D1A	0.9294266039240704	turquoise	turquoise
HLA-DQA1	HLA-DRA	0.9294263147029579	turquoise	turquoise
LMOD1	SGCA	0.9293831945521301	blue	blue
GPR65	MS4A6A	0.9293815182143689	turquoise	turquoise
CD84	SASH3	0.9293642171705164	turquoise	turquoise
CYBB	DOK2	0.9293430648703117	turquoise	turquoise
LAIR1	MS4A4A	0.9293316517910885	turquoise	turquoise
CD53	LST1	0.9293254567994857	turquoise	turquoise
FCRL5	IGKC	0.9292840417108501	turquoise	turquoise
AOAH	SLA	0.9292733592046739	turquoise	turquoise
EIF1AY	UTY	0.9292733089915802	bisque4	bisque4
IGHV3-21	IGKV1-5	0.9292664992189913	turquoise	turquoise
CD84	SLA	0.9292510962758601	turquoise	turquoise
CD37	WAS	0.9292302623294132	turquoise	turquoise
EVI2B	WDFY4	0.9291865094845063	turquoise	turquoise
IGHV3-23	IGHV3-30	0.9291788256706304	turquoise	turquoise
AIF1	LILRB2	0.929175374190265	turquoise	turquoise
ITGAL	ZNF831	0.9290611834409157	turquoise	turquoise
CXCR3	TRAC	0.9290202022946603	turquoise	turquoise
IGKV1-5	IGLV1-40	0.9290122836008231	turquoise	turquoise
IGHV3-21	MZB1	0.9289980462095138	turquoise	turquoise
C1QC	LILRB4	0.928964917845821	turquoise	turquoise
ARHGAP9	CD3E	0.9289596243160644	turquoise	turquoise
ADIPOQ	CIDEC	0.9289545034901281	turquoise	turquoise
ARHGAP9	DOK2	0.9289483823650546	turquoise	turquoise
CD33	ITGB2	0.9289376934174497	turquoise	turquoise
IGHV3-23	IGKV3-20	0.928933864374521	turquoise	turquoise
CD3D	CD3G	0.9289316689577776	turquoise	turquoise
CXorf21	SNX20	0.9289180608331467	turquoise	turquoise
C1QA	LRRC25	0.9289163802274898	turquoise	turquoise
CD2	SLAMF1	0.9289091561889045	turquoise	turquoise
C1QA	LILRB4	0.9289057301207516	turquoise	turquoise
BIN2	CD53	0.9288970602773993	turquoise	turquoise
GPR174	ZNF831	0.9288572337383276	turquoise	turquoise
PTPN7	WAS	0.9287975606485417	turquoise	turquoise
AOAH	SELPLG	0.9287867052757544	turquoise	turquoise
AL137001.2	AL355516.1	0.9287584960445797	steelblue	steelblue
SOCS2	SOCS2-AS1	0.9287431061025402	red	red
CD2	P2RY10	0.9287148811692427	turquoise	turquoise
GPR171	TRAT1	0.9286748347500122	turquoise	turquoise
AC060766.1	SLFN12	0.9286675977334305	darkseagreen4	darkseagreen4
IL21R	SPN	0.9286516032231561	turquoise	turquoise
CCR5	CD2	0.9286374703649092	turquoise	turquoise
OR8G3P	OR8G5	0.9286238722691235	lightcyan	lightcyan
IGHV3-23	IGLV2-14	0.9286156915350756	turquoise	turquoise
IGHV3-30	IGLV2-14	0.9285895242496589	turquoise	turquoise
IL10RA	SLA	0.9285720224408396	turquoise	turquoise
EVI2B	PLEK	0.9285672669697419	turquoise	turquoise
PDGFRB	SPARC	0.9285311505185013	blue	blue
AIF1	GPR65	0.9285305211719476	turquoise	turquoise
AC103563.7	MAL	0.9285289885576581	yellow	yellow
IGHG1	IGLV3-21	0.9284836261801269	turquoise	turquoise
ACTG2	MYH11	0.9284407647491154	blue	blue
AIF1	CD300LF	0.9284067848495422	turquoise	turquoise
AC009271.1	AC009271.2	0.9283778033443678	magenta	magenta
BTK	EVI2A	0.9283548752387851	turquoise	turquoise
CXorf21	NCKAP1L	0.928343739856997	turquoise	turquoise
CXorf21	WAS	0.9283405507287057	turquoise	turquoise
CYTH4	IL10RA	0.9283351679545884	turquoise	turquoise
AC090559.1	IL10RA	0.9283328143777053	turquoise	turquoise
CD53	SNX20	0.928330832024884	turquoise	turquoise
PTPRC	SLAMF6	0.9283235706852319	turquoise	turquoise
AC090559.1	CD53	0.9283122307127926	turquoise	turquoise
ARHGAP9	IL21R	0.9283116728257698	turquoise	turquoise
CD52	SLAMF6	0.9283054429001496	turquoise	turquoise
IL10RA	TLR8	0.92822475949406	turquoise	turquoise
IGHV3-7	JCHAIN	0.9282170730516377	turquoise	turquoise
CYTH4	LST1	0.9282131071541455	turquoise	turquoise
AC022150.2	ZNF137P	0.9282121152734605	darkgreen	darkgreen
IGLV1-44	MZB1	0.928210438782686	turquoise	turquoise
