gene1,gene2,correlation,project_id,project_name,grid_position
HSPD1,GRPEL2,0.2338506216064908,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSCB,-0.30254199212248384,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSP90AA1,0.1959956994826659,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSP90AB1,0.2504185688656501,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSPA9,0.2600776425926473,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSPB1,-0.4020594543064017,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSPB7,-0.24647697147606895,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSPB8,-0.36407824672965133,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSPD1,1,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,HSPE1,0.31483580414394885,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,SDHAF1,-0.3025871858872239,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPD1,TRAP1,0.1929937813761493,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,CCT6A,-0.17186418248260765,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,CLPX,-0.2219413153011081,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,CRYAB,-0.20279256808483073,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,DNAJA3,-0.17552004438041838,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,DNAJB2,0.1123422011578534,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,DNAJB6,-0.21067912800291674,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,DNAJC15,0.08048906330410477,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,DNAJC19,0.21602705991694202,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,DNLZ,0.16233447626908112,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,GRPEL1,0.17819421164306784,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,GRPEL2,-0.07339944918720841,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSCB,0.2836853267827462,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSP90AA1,-0.09577380492147482,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSP90AB1,-0.14587778576754828,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSPA9,-0.2280940975569204,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSPB1,0.1620973188511093,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSPB7,-0.21040235315755001,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSPB8,-0.2556425449318872,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSPD1,0.31483580414394885,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,HSPE1,1,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,SDHAF1,0.14799099326468776,TCGA-BLCA,Bladder Urothelial Carcinoma,16
HSPE1,TRAP1,-0.21602988100795256,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,CCT6A,-0.11521093671946514,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,CLPX,-0.18432687620578928,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,CRYAB,0.145313070120584,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,DNAJA3,-0.18056717904650704,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,DNAJB2,0.29488887947032744,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,DNAJB6,-0.07852982730845098,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,DNAJC15,0.02145270769873276,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,DNAJC19,0.31948778410836937,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,DNLZ,0.20029545707845026,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,GRPEL1,0.052958500349929286,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,GRPEL2,-0.18713802948854344,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSCB,0.31985512332784616,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSP90AA1,-0.12019245811397514,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSP90AB1,-0.11507702627103529,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSPA9,-0.34504446190762783,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSPB1,0.15324306060330775,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSPB7,0.1699644247930541,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSPB8,0.015178140567110142,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSPD1,-0.3025871858872239,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,HSPE1,0.14799099326468776,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,SDHAF1,1,TCGA-BLCA,Bladder Urothelial Carcinoma,16
SDHAF1,TRAP1,-0.20028226105029376,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,CCT6A,0.15174124537934283,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,CLPX,0.13625942317475254,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,CRYAB,-0.11291252978570908,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,DNAJA3,0.6151287290577342,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,DNAJB2,-0.28696034789836294,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,DNAJB6,-0.13960193787578504,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,DNAJC15,-0.17823589898285921,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,DNAJC19,-0.08728296863128417,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,DNLZ,-0.058279506428363693,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,GRPEL1,-0.07223490255658564,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,GRPEL2,-0.011687702955623389,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSCB,-0.20252834194264183,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSP90AA1,0.02865706636312112,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSP90AB1,0.10265310006896086,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSPA9,0.19265482176147863,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSPB1,-0.18421782366956083,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSPB7,-0.06787019009690705,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSPB8,-0.04747740279303695,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSPD1,0.1929937813761493,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,HSPE1,-0.21602988100795256,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,SDHAF1,-0.20028226105029376,TCGA-BLCA,Bladder Urothelial Carcinoma,16
TRAP1,TRAP1,1,TCGA-BLCA,Bladder Urothelial Carcinoma,16
CCT6A,CCT6A,1,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,CLPX,0.10787492658560292,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,CRYAB,0.09268979308648195,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,DNAJA3,-0.08217374109018141,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,DNAJB2,-0.23881305762755425,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,DNAJB6,0.10223478912244802,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,DNAJC15,-0.11832215169458288,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,DNAJC19,-0.26418156102354906,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,DNLZ,0.008755828238639409,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,GRPEL1,-0.05706686642453097,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,GRPEL2,0.15597767548734406,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSCB,-0.16493001549167918,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSP90AA1,0.21341405006059386,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSP90AB1,0.29976891774022574,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSPA9,0.03835915631908057,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSPB1,-0.3085074062539201,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSPB7,-0.20967049272342925,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSPB8,-0.24886233820440443,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSPD1,0.3668570490972824,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,HSPE1,0.07823643922585063,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,SDHAF1,-0.11548090893665483,TCGA-BRCA,Breast Invasive Carcinoma,17
CCT6A,TRAP1,0.06092987716163622,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,CCT6A,0.10787492658560292,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,CLPX,1,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,CRYAB,-0.030818490567849924,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,DNAJA3,-0.015722330525427465,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,DNAJB2,-0.2711426619552461,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,DNAJB6,0.19023241785977973,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,DNAJC15,0.07416367278601377,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,DNAJC19,-0.0011270579589590865,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,DNLZ,-0.10014914397022255,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,GRPEL1,-0.0823160132496647,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,GRPEL2,0.35436755065454967,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSCB,-0.02951212560707153,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSP90AA1,0.04144678849347305,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSP90AB1,0.026525895399716226,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSPA9,0.21070062107803797,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSPB1,-0.4196763324822924,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSPB7,0.08215247263112681,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSPB8,-0.03033571128346815,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSPD1,-0.07449351836210151,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,HSPE1,-0.40334445830561144,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,SDHAF1,-0.25862715123090585,TCGA-BRCA,Breast Invasive Carcinoma,17
CLPX,TRAP1,0.021671689765010497,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,CCT6A,0.09268979308648195,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,CLPX,-0.030818490567849924,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,CRYAB,1,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,DNAJA3,-0.29582594384055433,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,DNAJB2,0.1642475773812711,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,DNAJB6,0.2656226541691607,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,DNAJC15,0.15378571443038194,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,DNAJC19,-0.14364339669401635,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,DNLZ,0.15029399610737895,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,GRPEL1,-0.15917479747015506,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,GRPEL2,-0.1099936853222042,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSCB,-0.007107601648816027,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSP90AA1,-0.13229780656897566,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSP90AB1,-0.025127064298406044,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSPA9,-0.4440644304586045,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSPB1,-0.12763888968043083,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSPB7,0.3707457698403478,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSPB8,-0.18409988177475403,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSPD1,-0.10752936635010867,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,HSPE1,0.042858029592998385,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,SDHAF1,0.2184119267492607,TCGA-BRCA,Breast Invasive Carcinoma,17
CRYAB,TRAP1,-0.10799777150742688,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,CCT6A,-0.08217374109018141,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,CLPX,-0.015722330525427465,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,CRYAB,-0.29582594384055433,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,DNAJA3,1,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,DNAJB2,-0.023562785084274316,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,DNAJB6,-0.0709066499336698,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,DNAJC15,-0.15978702930216943,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,DNAJC19,-0.07066874733415832,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,DNLZ,0.06394611941608502,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,GRPEL1,0.06265658314856387,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,GRPEL2,-0.006838088223439973,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSCB,-0.2089210952450394,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSP90AA1,0.012496512356323713,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSP90AB1,0.03413510855550279,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSPA9,0.1807749643146746,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSPB1,0.038111103440587296,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSPB7,-0.11472194047555193,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSPB8,0.0263622716766401,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSPD1,-0.008959933816295946,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,HSPE1,-0.16537773340253184,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,SDHAF1,-0.07815017254850683,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJA3,TRAP1,0.5326148691298169,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,CCT6A,-0.23881305762755425,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,CLPX,-0.2711426619552461,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,CRYAB,0.1642475773812711,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,DNAJA3,-0.023562785084274316,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,DNAJB2,1,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,DNAJB6,-0.01863566804834267,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,DNAJC15,0.0031712917884414273,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,DNAJC19,0.14858810626460847,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,DNLZ,0.21125778163192116,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,GRPEL1,0.08505586832536177,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,GRPEL2,-0.37489640859173945,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSCB,0.3365118719450882,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSP90AA1,-0.31837342093315746,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSP90AB1,-0.14462890203913245,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSPA9,-0.3299126271327216,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSPB1,0.29456379868642424,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSPB7,0.17281577927969222,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSPB8,-0.012002841829060803,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSPD1,-0.2681562885102763,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,HSPE1,0.12755834505079244,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,SDHAF1,0.5173192425551154,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB2,TRAP1,-0.10544822888152543,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,CCT6A,0.10223478912244802,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,CLPX,0.19023241785977973,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,CRYAB,0.2656226541691607,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,DNAJA3,-0.0709066499336698,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,DNAJB2,-0.01863566804834267,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,DNAJB6,1,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,DNAJC15,0.05498432432556416,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,DNAJC19,-0.008286682371132998,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,DNLZ,0.12190592537729651,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,GRPEL1,-0.09386356184974175,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,GRPEL2,0.11487520063605633,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSCB,-0.0772945501047802,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSP90AA1,-0.08092203273189912,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSP90AB1,-0.02255805870629807,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSPA9,-0.16533852953946324,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSPB1,-0.09554335497148693,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSPB7,0.08780949885197514,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSPB8,-0.09992045732901461,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSPD1,-0.14284196959618375,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,HSPE1,-0.08607227619673702,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,SDHAF1,-0.031559955559115074,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJB6,TRAP1,-0.0768938545953735,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,CCT6A,-0.11832215169458288,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,CLPX,0.07416367278601377,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,CRYAB,0.15378571443038194,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,DNAJA3,-0.15978702930216943,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,DNAJB2,0.0031712917884414273,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,DNAJB6,0.05498432432556416,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,DNAJC15,1,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,DNAJC19,0.04703825186744832,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,DNLZ,0.042826165450870264,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,GRPEL1,-0.08557489623343865,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,GRPEL2,-0.0301717601147928,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSCB,0.11290286642633998,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSP90AA1,-0.08396625183246109,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSP90AB1,-0.2670317040428738,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSPA9,-0.1674269201597959,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSPB1,-0.007833239600499831,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSPB7,0.12092978411647276,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSPB8,-0.04592448931348524,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSPD1,-0.2058600292228418,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,HSPE1,0.01920539075040527,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,SDHAF1,0.03505323362411417,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC15,TRAP1,-0.18420286238974742,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,CCT6A,-0.26418156102354906,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,CLPX,-0.0011270579589590865,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,CRYAB,-0.14364339669401635,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,DNAJA3,-0.07066874733415832,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,DNAJB2,0.14858810626460847,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,DNAJB6,-0.008286682371132998,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,DNAJC15,0.04703825186744832,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,DNAJC19,1,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,DNLZ,-0.0016884676896244042,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,GRPEL1,5.390998103743495e-4,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,GRPEL2,0.0739416191284319,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSCB,0.26486239795227673,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSP90AA1,-0.24587247610689839,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSP90AB1,-0.2184308688273602,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSPA9,-0.02943053765975656,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSPB1,0.0029697292674098607,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSPB7,0.007674633349413346,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSPB8,-0.0994502305638069,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSPD1,-0.2615444342563531,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,HSPE1,0.10171318480474927,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,SDHAF1,0.16865729954844863,TCGA-BRCA,Breast Invasive Carcinoma,17
DNAJC19,TRAP1,-0.1705386958171214,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,CCT6A,0.008755828238639409,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,CLPX,-0.10014914397022255,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,CRYAB,0.15029399610737895,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,DNAJA3,0.06394611941608502,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,DNAJB2,0.21125778163192116,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,DNAJB6,0.12190592537729651,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,DNAJC15,0.042826165450870264,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,DNAJC19,-0.0016884676896244042,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,DNLZ,1,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,GRPEL1,-0.017422506309492814,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,GRPEL2,-0.07638664581502555,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSCB,0.0708587097666084,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSP90AA1,-0.20975315227713592,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSP90AB1,-0.07886950860039951,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSPA9,-0.2676136363096873,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSPB1,0.06976843596889329,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSPB7,0.08279818887930541,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSPB8,-0.08659045003100438,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSPD1,-0.1822671299510606,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,HSPE1,0.15349879198652577,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,SDHAF1,0.33274614777620853,TCGA-BRCA,Breast Invasive Carcinoma,17
DNLZ,TRAP1,0.059789456821364016,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,CCT6A,-0.05706686642453097,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,CLPX,-0.0823160132496647,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,CRYAB,-0.15917479747015506,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,DNAJA3,0.06265658314856387,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,DNAJB2,0.08505586832536177,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,DNAJB6,-0.09386356184974175,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,DNAJC15,-0.08557489623343865,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,DNAJC19,5.390998103743495e-4,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,DNLZ,-0.017422506309492814,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,GRPEL1,1,TCGA-BRCA,Breast Invasive Carcinoma,17
GRPEL1,GRPEL2,-0.0748721687913327,TCGA-BRCA,Breast Invasive Carcinoma,17
